[LLEGADA]Llega Cliente 1, tipo: PADRES MEDIANA EDAD, Dia 1, segund 17
[CAJA] El Cliente 847, tipo: PADRES MEDIANA EDAD compra CONSERVAS en la caja 1, Dia 3, segundo 13024
[CAJA] El Cliente 850, tipo: PADRES MEDIANA EDAD compra HARINA en la caja 2, Dia 3, segundo 13076
[LLEGADA]Llega Cliente 852, tipo: TERCERA EDAD, Dia 3, segund 13080
[CAJA] El Cliente 847, tipo: PADRES MEDIANA EDAD compra PAN en la caja 1, Dia 3, segundo 13084
[CAJA] El Cliente 850, tipo: PADRES MEDIANA EDAD compra CONSERVAS en la caja 2, Dia 3, segundo 13085
[CAJA] El Cliente 850, tipo: PADRES MEDIANA EDAD compra PAPAS FRITAS en la caja 2, Dia 3, segundo 13088
[CAJA] El Cliente 850, tipo: PADRES MEDIANA EDAD compra YOGURT en la caja 2, Dia 3, segundo 13094
[CAJA] El Cliente 850, tipo: PADRES MEDIANA EDAD compra LECHUGA en la caja 2, Dia 3, segundo 13100
[CAJA] El Cliente 847, tipo: PADRES MEDIANA EDAD compra TOMATE en la caja 1, Dia 3, segundo 13105
[CAJA] El Cliente 850, tipo: PADRES MEDIANA EDAD compra CARNE en la caja 2, Dia 3, segundo 13109
[CAJA] El Cliente 850, tipo: PADRES MEDIANA EDAD compra ARROZ en la caja 2, Dia 3, segundo 13112
[SALIDA] El Cliente 850, tipo: PADRES MEDIANA EDAD abandona la Caja 2 habiendo pagado 71, Dia 3, segundos 13112
[CAJA] El Cliente 847, tipo: PADRES MEDIANA EDAD compra CARNE en la caja 1, Dia 3, segundo 13114
[CAJA] El Cliente 847, tipo: PADRES MEDIANA EDAD compra TALLARINES en la caja 1, Dia 3, segundo 13123
[CAJA] El Cliente 847, tipo: PADRES MEDIANA EDAD compra QUESO en la caja 1, Dia 3, segundo 13135
[SALIDA] El Cliente 847, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 99, Dia 3, segundos 13135
[LLEGADA]Llega Cliente 853, tipo: RAPIDOS, Dia 3, segund 13166
[LLEGADA]Llega Cliente 854, tipo: PADRES MEDIANA EDAD, Dia 3, segund 13184
[CAJA] El Cliente 851, tipo: TERCERA EDAD entra a la cola de la caja 1. Productos: {'VINO': 1, 'LECHE': 9, 'LECHUGA': 2, 'MANZANA': 2, 'TOMATE': 5}, Dia 3, segundo13208
[CAJA] El Cliente 853, tipo: RAPIDOS entra a la cola de la caja 2. Productos: {'JUGO': 3, 'LECHE': 1}, Dia 3, segundo13255
[CAJA] El Cliente 851, tipo: TERCERA EDAD compra VINO en la caja 1, Dia 3, segundo 13284
[CAJA] El Cliente 852, tipo: TERCERA EDAD entra a la cola de la caja 1. Productos: {'JUGO': 1, 'VINO': 1, 'LECHE': 8}, Dia 3, segundo13301
[CAJA] El Cliente 853, tipo: RAPIDOS compra JUGO en la caja 2, Dia 3, segundo 13310
[CAJA] El Cliente 851, tipo: TERCERA EDAD compra LECHE en la caja 1, Dia 3, segundo 13311
[CAJA] El Cliente 853, tipo: RAPIDOS compra LECHE en la caja 2, Dia 3, segundo 13313
[SALIDA] El Cliente 853, tipo: RAPIDOS abandona la Caja 2 habiendo pagado 5, Dia 3, segundos 13313
[CAJA] El Cliente 851, tipo: TERCERA EDAD compra LECHUGA en la caja 1, Dia 3, segundo 13317
[CAJA] El Cliente 851, tipo: TERCERA EDAD compra MANZANA en la caja 1, Dia 3, segundo 13323
[CAJA] El Cliente 851, tipo: TERCERA EDAD compra TOMATE en la caja 1, Dia 3, segundo 13338
[SALIDA] El Cliente 851, tipo: TERCERA EDAD abandona la Caja 1 habiendo pagado 45, Dia 3, segundos 13338
[CAJA] El Cliente 852, tipo: TERCERA EDAD compra JUGO en la caja 1, Dia 3, segundo 13407
[CAJA] El Cliente 852, tipo: TERCERA EDAD compra VINO en la caja 1, Dia 3, segundo 13410
[CAJA] El Cliente 852, tipo: TERCERA EDAD compra LECHE en la caja 1, Dia 3, segundo 13434
[SALIDA] El Cliente 852, tipo: TERCERA EDAD abandona la Caja 1 habiendo pagado 22, Dia 3, segundos 13434
[CAJA] El Cliente 854, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 1. Productos: {'SAL': 1, 'LECHE': 10, 'TALLARINES': 4, 'PAN': 2, 'HARINA': 2}, Dia 3, segundo13467
[CAJA] El Cliente 854, tipo: PADRES MEDIANA EDAD compra SAL en la caja 1, Dia 3, segundo 13496
[LLEGADA]Llega Cliente 855, tipo: TERCERA EDAD, Dia 3, segund 13511
[CAJA] El Cliente 854, tipo: PADRES MEDIANA EDAD compra LECHE en la caja 1, Dia 3, segundo 13526
[CAJA] El Cliente 854, tipo: PADRES MEDIANA EDAD compra TALLARINES en la caja 1, Dia 3, segundo 13538
[CAJA] El Cliente 854, tipo: PADRES MEDIANA EDAD compra PAN en la caja 1, Dia 3, segundo 13544
[CAJA] El Cliente 854, tipo: PADRES MEDIANA EDAD compra HARINA en la caja 1, Dia 3, segundo 13550
[SALIDA] El Cliente 854, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 36, Dia 3, segundos 13550
[LLEGADA]Llega Cliente 856, tipo: PADRES MEDIANA EDAD, Dia 3, segund 13637
[CAJA] El Cliente 855, tipo: TERCERA EDAD entra a la cola de la caja 1. Productos: {'VINO': 1, 'LECHE': 9, 'AGUA MINERAL': 2}, Dia 3, segundo13722
[CAJA] El Cliente 855, tipo: TERCERA EDAD compra VINO en la caja 1, Dia 3, segundo 13768
[CAJA] El Cliente 855, tipo: TERCERA EDAD compra LECHE en la caja 1, Dia 3, segundo 13795
[CAJA] El Cliente 855, tipo: TERCERA EDAD compra AGUA MINERAL en la caja 1, Dia 3, segundo 13801
[SALIDA] El Cliente 855, tipo: TERCERA EDAD abandona la Caja 1 habiendo pagado 27, Dia 3, segundos 13801
[CAJA] El Cliente 856, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 1. Productos: {'LECHE': 6, 'TOALLA NOVA': 2, 'MANZANA': 8, 'LECHUGA': 2}, Dia 3, segundo13910
[CAJA] El Cliente 856, tipo: PADRES MEDIANA EDAD compra LECHE en la caja 1, Dia 3, segundo 13957
[CAJA] El Cliente 856, tipo: PADRES MEDIANA EDAD compra TOALLA NOVA en la caja 1, Dia 3, segundo 13963
[CAJA] El Cliente 856, tipo: PADRES MEDIANA EDAD compra MANZANA en la caja 1, Dia 3, segundo 13987
[CAJA] El Cliente 856, tipo: PADRES MEDIANA EDAD compra LECHUGA en la caja 1, Dia 3, segundo 13993
[SALIDA] El Cliente 856, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 40, Dia 3, segundos 13993
[LLEGADA]Llega Cliente 857, tipo: TERCERA EDAD, Dia 3, segund 14038
[LLEGADA]Llega Cliente 858, tipo: TERCERA EDAD, Dia 3, segund 14076
[LLEGADA]Llega Cliente 859, tipo: PADRES MEDIANA EDAD, Dia 3, segund 14175
[CAJA] El Cliente 857, tipo: TERCERA EDAD entra a la cola de la caja 1. Productos: {'LECHE': 9, 'RON': 2, 'HARINA': 1}, Dia 3, segundo14233
[LLEGADA]Llega Cliente 860, tipo: PADRES MEDIANA EDAD, Dia 3, segund 14259
[CAJA] El Cliente 857, tipo: TERCERA EDAD compra LECHE en la caja 1, Dia 3, segundo 14292
[CAJA] El Cliente 857, tipo: TERCERA EDAD compra RON en la caja 1, Dia 3, segundo 14298
[CAJA] El Cliente 857, tipo: TERCERA EDAD compra HARINA en la caja 1, Dia 3, segundo 14301
[SALIDA] El Cliente 857, tipo: TERCERA EDAD abandona la Caja 1 habiendo pagado 26, Dia 3, segundos 14301
[CAJA] El Cliente 858, tipo: TERCERA EDAD entra a la cola de la caja 1. Productos: {'SAL': 1, 'LECHE': 1, 'CONSERVAS': 2, 'HARINA': 1, 'LECHUGA': 2, 'JUGO': 2, 'PASTA DE DIENTES': 1, 'MANZANA': 6}, Dia 3, segundo14323
[CAJA] El Cliente 858, tipo: TERCERA EDAD compra SAL en la caja 1, Dia 3, segundo 14340
[CAJA] El Cliente 858, tipo: TERCERA EDAD compra LECHE en la caja 1, Dia 3, segundo 14343
[CAJA] El Cliente 858, tipo: TERCERA EDAD compra CONSERVAS en la caja 1, Dia 3, segundo 14349
[CAJA] El Cliente 858, tipo: TERCERA EDAD compra HARINA en la caja 1, Dia 3, segundo 14352
[CAJA] El Cliente 858, tipo: TERCERA EDAD compra LECHUGA en la caja 1, Dia 3, segundo 14358
[CAJA] El Cliente 858, tipo: TERCERA EDAD compra JUGO en la caja 1, Dia 3, segundo 14364
[CAJA] El Cliente 858, tipo: TERCERA EDAD compra PASTA DE DIENTES en la caja 1, Dia 3, segundo 14367
[LLEGADA]Llega Cliente 861, tipo: TERCERA EDAD, Dia 3, segund 14380
[CAJA] El Cliente 858, tipo: TERCERA EDAD compra MANZANA en la caja 1, Dia 3, segundo 14385
[SALIDA] El Cliente 858, tipo: TERCERA EDAD abandona la Caja 1 habiendo pagado 51, Dia 3, segundos 14385
[CAJA] El Cliente 861, tipo: TERCERA EDAD entra a la cola de la caja 1. Productos: {}, Dia 3, segundo14455
[CAJA] El Cliente 861, tipo: TERCERA EDAD compra [] en la caja 1, Dia 3, segundo 14455
[SALIDA] El Cliente 861, tipo: TERCERA EDAD abandona la Caja 1 habiendo pagado 0, Dia 3, segundos 14455
[CAJA] El Cliente 859, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 1. Productos: {'SAL': 1, 'BEBIDA': 2, 'CONSERVAS': 1, 'LAVADORA': 1, 'JUGO': 1, 'TOMATE': 7, 'CARNE': 4, 'TALLARINES': 4, 'QUESO': 2}, Dia 3, segundo14469
[CAJA] El Cliente 859, tipo: PADRES MEDIANA EDAD compra SAL en la caja 1, Dia 3, segundo 14539
[CAJA] El Cliente 859, tipo: PADRES MEDIANA EDAD compra BEBIDA en la caja 1, Dia 3, segundo 14545
[CAJA] El Cliente 859, tipo: PADRES MEDIANA EDAD compra CONSERVAS en la caja 1, Dia 3, segundo 14548
[CAJA] El Cliente 859, tipo: PADRES MEDIANA EDAD compra LAVADORA en la caja 1, Dia 3, segundo 14551
[LLEGADA]Llega Cliente 862, tipo: PADRES MEDIANA EDAD, Dia 3, segund 14554
[CAJA] El Cliente 859, tipo: PADRES MEDIANA EDAD compra JUGO en la caja 1, Dia 3, segundo 14554
[CAJA] El Cliente 860, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 2. Productos: {'SAL': 2, 'BOMBONES': 1, 'TOMATE': 7, 'CARNE': 3, 'TALLARINES': 5, 'MANZANA': 3}, Dia 3, segundo14559
[CAJA] El Cliente 859, tipo: PADRES MEDIANA EDAD compra TOMATE en la caja 1, Dia 3, segundo 14575
[LLEGADA]Llega Cliente 863, tipo: TERCERA EDAD, Dia 3, segund 14584
[CAJA] El Cliente 859, tipo: PADRES MEDIANA EDAD compra CARNE en la caja 1, Dia 3, segundo 14587
[CAJA] El Cliente 859, tipo: PADRES MEDIANA EDAD compra TALLARINES en la caja 1, Dia 3, segundo 14599
[CAJA] El Cliente 859, tipo: PADRES MEDIANA EDAD compra QUESO en la caja 1, Dia 3, segundo 14605
[SALIDA] El Cliente 859, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 167, Dia 3, segundos 14605
[LLEGADA]Llega Cliente 864, tipo: PADRES JOVENES, Dia 3, segund 14613
[CAJA] El Cliente 860, tipo: PADRES MEDIANA EDAD compra SAL en la caja 2, Dia 3, segundo 14620
[CAJA] El Cliente 860, tipo: PADRES MEDIANA EDAD compra BOMBONES en la caja 2, Dia 3, segundo 14623
[CAJA] El Cliente 860, tipo: PADRES MEDIANA EDAD compra TOMATE en la caja 2, Dia 3, segundo 14644
[CAJA] El Cliente 860, tipo: PADRES MEDIANA EDAD compra CARNE en la caja 2, Dia 3, segundo 14653
[CAJA] El Cliente 860, tipo: PADRES MEDIANA EDAD compra TALLARINES en la caja 2, Dia 3, segundo 14668
[CAJA] El Cliente 860, tipo: PADRES MEDIANA EDAD compra MANZANA en la caja 2, Dia 3, segundo 14677
[SALIDA] El Cliente 860, tipo: PADRES MEDIANA EDAD abandona la Caja 2 habiendo pagado 69, Dia 3, segundos 14677
[CAJA] El Cliente 863, tipo: TERCERA EDAD entra a la cola de la caja 1. Productos: {'JUGO': 4, 'VINO': 1, 'MANZANA': 7, 'LECHE': 6}, Dia 3, segundo14837
[LLEGADA]Llega Cliente 865, tipo: TERCERA EDAD, Dia 3, segund 14841
[CAJA] El Cliente 862, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 2. Productos: {'SAL': 1, 'LECHE': 7, 'CONSERVAS': 3, 'JUGO': 2, 'PAN': 2, 'MANZANA': 7}, Dia 3, segundo14842
[LLEGADA]Llega Cliente 866, tipo: PADRES MEDIANA EDAD, Dia 3, segund 14857
[CAJA] El Cliente 863, tipo: TERCERA EDAD compra JUGO en la caja 1, Dia 3, segundo 14859
[CAJA] El Cliente 863, tipo: TERCERA EDAD compra VINO en la caja 1, Dia 3, segundo 14862
[CAJA] El Cliente 863, tipo: TERCERA EDAD compra MANZANA en la caja 1, Dia 3, segundo 14883
[CAJA] El Cliente 863, tipo: TERCERA EDAD compra LECHE en la caja 1, Dia 3, segundo 14901
[SALIDA] El Cliente 863, tipo: TERCERA EDAD abandona la Caja 1 habiendo pagado 35, Dia 3, segundos 14901
[CAJA] El Cliente 862, tipo: PADRES MEDIANA EDAD compra SAL en la caja 2, Dia 3, segundo 14905
[CAJA] El Cliente 862, tipo: PADRES MEDIANA EDAD compra LECHE en la caja 2, Dia 3, segundo 14926
[CAJA] El Cliente 864, tipo: PADRES JOVENES entra a la cola de la caja 1. Productos: {'AGUA MINERAL': 2, 'ARROZ': 1, 'JUGO': 4, 'PAN': 11, 'CARNE': 2, 'MANZANA': 6}, Dia 3, segundo14934
[CAJA] El Cliente 862, tipo: PADRES MEDIANA EDAD compra CONSERVAS en la caja 2, Dia 3, segundo 14935
[CAJA] El Cliente 862, tipo: PADRES MEDIANA EDAD compra JUGO en la caja 2, Dia 3, segundo 14941
[CAJA] El Cliente 862, tipo: PADRES MEDIANA EDAD compra PAN en la caja 2, Dia 3, segundo 14947
[CAJA] El Cliente 862, tipo: PADRES MEDIANA EDAD compra MANZANA en la caja 2, Dia 3, segundo 14968
[SALIDA] El Cliente 862, tipo: PADRES MEDIANA EDAD abandona la Caja 2 habiendo pagado 64, Dia 3, segundos 14968
[CAJA] El Cliente 864, tipo: PADRES JOVENES compra AGUA MINERAL en la caja 1, Dia 3, segundo 14991
[CAJA] El Cliente 864, tipo: PADRES JOVENES compra ARROZ en la caja 1, Dia 3, segundo 14994
[CAJA] El Cliente 864, tipo: PADRES JOVENES compra JUGO en la caja 1, Dia 3, segundo 15006
[CAJA] El Cliente 865, tipo: TERCERA EDAD entra a la cola de la caja 1. Productos: {'VINO': 1, 'CREMA': 1, 'CARNE': 3, 'CONSERVAS': 2, 'ARROZ': 2}, Dia 3, segundo15012
[CAJA] El Cliente 864, tipo: PADRES JOVENES compra PAN en la caja 1, Dia 3, segundo 15039
[CAJA] El Cliente 864, tipo: PADRES JOVENES compra CARNE en la caja 1, Dia 3, segundo 15045
[CAJA] El Cliente 864, tipo: PADRES JOVENES compra MANZANA en la caja 1, Dia 3, segundo 15063
[SALIDA] El Cliente 864, tipo: PADRES JOVENES abandona la Caja 1 habiendo pagado 44, Dia 3, segundos 15063
[CAJA] El Cliente 865, tipo: TERCERA EDAD compra VINO en la caja 1, Dia 3, segundo 15116
[CAJA] El Cliente 865, tipo: TERCERA EDAD compra CREMA en la caja 1, Dia 3, segundo 15119
[CAJA] El Cliente 865, tipo: TERCERA EDAD compra CARNE en la caja 1, Dia 3, segundo 15128
[CAJA] El Cliente 865, tipo: TERCERA EDAD compra CONSERVAS en la caja 1, Dia 3, segundo 15134
[CAJA] El Cliente 865, tipo: TERCERA EDAD compra ARROZ en la caja 1, Dia 3, segundo 15140
[SALIDA] El Cliente 865, tipo: TERCERA EDAD abandona la Caja 1 habiendo pagado 56, Dia 3, segundos 15140
[LLEGADA]Llega Cliente 867, tipo: PADRES MEDIANA EDAD, Dia 3, segund 15150
[LLEGADA]Llega Cliente 868, tipo: PADRES JOVENES, Dia 3, segund 15203
[LLEGADA]Llega Cliente 869, tipo: TERCERA EDAD, Dia 3, segund 15210
[CAJA] El Cliente 866, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 1. Productos: {'SAL': 1, 'LECHE': 4, 'TOALLA NOVA': 3, 'QUESO': 4, 'PAN': 14, 'TOMATE': 7, 'MANZANA': 2}, Dia 3, segundo15301
[CAJA] El Cliente 866, tipo: PADRES MEDIANA EDAD compra SAL en la caja 1, Dia 3, segundo 15365
[CAJA] El Cliente 866, tipo: PADRES MEDIANA EDAD compra LECHE en la caja 1, Dia 3, segundo 15377
[CAJA] El Cliente 866, tipo: PADRES MEDIANA EDAD compra TOALLA NOVA en la caja 1, Dia 3, segundo 15386
[CAJA] El Cliente 866, tipo: PADRES MEDIANA EDAD compra QUESO en la caja 1, Dia 3, segundo 15398
[CAJA] El Cliente 869, tipo: TERCERA EDAD entra a la cola de la caja 2. Productos: {'TOMATE': 6, 'QUESO': 4, 'YOGURT': 2}, Dia 3, segundo15436
[CAJA] El Cliente 866, tipo: PADRES MEDIANA EDAD compra PAN en la caja 1, Dia 3, segundo 15440
[CAJA] El Cliente 867, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 1. Productos: {'HARINA': 2, 'LECHUGA': 1, 'JUGO': 2, 'TOMATE': 3, 'ARROZ': 2, 'AGUA MINERAL': 2, 'PAN': 14}, Dia 3, segundo15445
[CAJA] El Cliente 866, tipo: PADRES MEDIANA EDAD compra TOMATE en la caja 1, Dia 3, segundo 15461
[CAJA] El Cliente 866, tipo: PADRES MEDIANA EDAD compra MANZANA en la caja 1, Dia 3, segundo 15467
[SALIDA] El Cliente 866, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 68, Dia 3, segundos 15467
[CAJA] El Cliente 867, tipo: PADRES MEDIANA EDAD compra HARINA en la caja 1, Dia 3, segundo 15481
[CAJA] El Cliente 867, tipo: PADRES MEDIANA EDAD compra LECHUGA en la caja 1, Dia 3, segundo 15484
[CAJA] El Cliente 867, tipo: PADRES MEDIANA EDAD compra JUGO en la caja 1, Dia 3, segundo 15490
[CAJA] El Cliente 867, tipo: PADRES MEDIANA EDAD compra TOMATE en la caja 1, Dia 3, segundo 15499
[CAJA] El Cliente 869, tipo: TERCERA EDAD compra TOMATE en la caja 2, Dia 3, segundo 15503
[CAJA] El Cliente 867, tipo: PADRES MEDIANA EDAD compra ARROZ en la caja 1, Dia 3, segundo 15505
[CAJA] El Cliente 867, tipo: PADRES MEDIANA EDAD compra AGUA MINERAL en la caja 1, Dia 3, segundo 15511
[CAJA] El Cliente 869, tipo: TERCERA EDAD compra QUESO en la caja 2, Dia 3, segundo 15515
[CAJA] El Cliente 869, tipo: TERCERA EDAD compra YOGURT en la caja 2, Dia 3, segundo 15521
[SALIDA] El Cliente 869, tipo: TERCERA EDAD abandona la Caja 2 habiendo pagado 38, Dia 3, segundos 15521
[CAJA] El Cliente 867, tipo: PADRES MEDIANA EDAD compra PAN en la caja 1, Dia 3, segundo 15553
[SALIDA] El Cliente 867, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 40, Dia 3, segundos 15553
[CAJA] El Cliente 868, tipo: PADRES JOVENES entra a la cola de la caja 1. Productos: {'LECHE': 7, 'CONSERVAS': 1, 'QUESO': 2, 'YOGURT': 1, 'HARINA': 2, 'TOMATE': 5, 'ARROZ': 2, 'TALLARINES': 1, 'MANZANA': 4, 'PAN': 7}, Dia 3, segundo15611
[CAJA] El Cliente 868, tipo: PADRES JOVENES compra LECHE en la caja 1, Dia 3, segundo 15693
[CAJA] El Cliente 868, tipo: PADRES JOVENES compra CONSERVAS en la caja 1, Dia 3, segundo 15696
[CAJA] El Cliente 868, tipo: PADRES JOVENES compra QUESO en la caja 1, Dia 3, segundo 15702
[CAJA] El Cliente 868, tipo: PADRES JOVENES compra YOGURT en la caja 1, Dia 3, segundo 15705
[CAJA] El Cliente 868, tipo: PADRES JOVENES compra HARINA en la caja 1, Dia 3, segundo 15711
[CAJA] El Cliente 868, tipo: PADRES JOVENES compra TOMATE en la caja 1, Dia 3, segundo 15726
[CAJA] El Cliente 868, tipo: PADRES JOVENES compra ARROZ en la caja 1, Dia 3, segundo 15732
[CAJA] El Cliente 868, tipo: PADRES JOVENES compra TALLARINES en la caja 1, Dia 3, segundo 15735
[CAJA] El Cliente 868, tipo: PADRES JOVENES compra MANZANA en la caja 1, Dia 3, segundo 15747
[CAJA] El Cliente 868, tipo: PADRES JOVENES compra PAN en la caja 1, Dia 3, segundo 15768
[SALIDA] El Cliente 868, tipo: PADRES JOVENES abandona la Caja 1 habiendo pagado 74, Dia 3, segundos 15768
[LLEGADA]Llega Cliente 870, tipo: RAPIDOS, Dia 3, segund 15867
[LLEGADA]Llega Cliente 871, tipo: PADRES MEDIANA EDAD, Dia 3, segund 15963
[CAJA] El Cliente 870, tipo: RAPIDOS entra a la cola de la caja 1. Productos: {'PAN': 5, 'YOGURT': 1, 'ARROZ': 2}, Dia 3, segundo15993
[CAJA] El Cliente 870, tipo: RAPIDOS compra PAN en la caja 1, Dia 3, segundo 16072
[CAJA] El Cliente 870, tipo: RAPIDOS compra YOGURT en la caja 1, Dia 3, segundo 16075
[CAJA] El Cliente 870, tipo: RAPIDOS compra ARROZ en la caja 1, Dia 3, segundo 16081
[SALIDA] El Cliente 870, tipo: RAPIDOS abandona la Caja 1 habiendo pagado 14, Dia 3, segundos 16081
[LLEGADA]Llega Cliente 872, tipo: PADRES MEDIANA EDAD, Dia 3, segund 16117
[CAJA] El Cliente 871, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 1. Productos: {'SAL': 1, 'CONSOLA VIDEOJUEGOS': 2, 'TELEVISION': 1}, Dia 3, segundo16179
[LLEGADA]Llega Cliente 873, tipo: PADRES MEDIANA EDAD, Dia 3, segund 16181
[LLEGADA]Llega Cliente 874, tipo: PADRES JOVENES, Dia 3, segund 16201
[CAJA] El Cliente 871, tipo: PADRES MEDIANA EDAD compra SAL en la caja 1, Dia 3, segundo 16208
[CAJA] El Cliente 871, tipo: PADRES MEDIANA EDAD compra CONSOLA VIDEOJUEGOS en la caja 1, Dia 3, segundo 16214
[CAJA] El Cliente 871, tipo: PADRES MEDIANA EDAD compra TELEVISION en la caja 1, Dia 3, segundo 16217
[SALIDA] El Cliente 871, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 152, Dia 3, segundos 16217
[LLEGADA]Llega Cliente 875, tipo: PADRES JOVENES, Dia 3, segund 16283
[CAJA] El Cliente 873, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 1. Productos: {'SAL': 2, 'CONSERVAS': 2, 'LECHUGA': 2}, Dia 3, segundo16362
[CAJA] El Cliente 872, tipo: PADRES MEDIANA EDAD entra a la cola de la caja 2. Productos: {'SAL': 1, 'CONSERVAS': 3, 'LECHUGA': 2, 'JUGO': 4, 'CARNE': 3, 'TALLARINES': 1, 'MANZANA': 7}, Dia 3, segundo16379
[CAJA] El Cliente 873, tipo: PADRES MEDIANA EDAD compra SAL en la caja 1, Dia 3, segundo 16393
[CAJA] El Cliente 873, tipo: PADRES MEDIANA EDAD compra CONSERVAS en la caja 1, Dia 3, segundo 16399
[CAJA] El Cliente 873, tipo: PADRES MEDIANA EDAD compra LECHUGA en la caja 1, Dia 3, segundo 16405
[SALIDA] El Cliente 873, tipo: PADRES MEDIANA EDAD abandona la Caja 1 habiendo pagado 32, Dia 3, segundos 16405
[CAJA] El Cliente 872, tipo: PADRES MEDIANA EDAD compra SAL en la caja 2, Dia 3, segundo 16416
[CAJA] El Cliente 872, tipo: PADRES MEDIANA EDAD compra CONSERVAS en la caja 2, Dia 3, segundo 16425
[CAJA] El Cliente 872, tipo: PADRES MEDIANA EDAD compra LECHUGA en la caja 2, Dia 3, segundo 16431
[CAJA] El Cliente 872, tipo: PADRES MEDIANA EDAD compra JUGO en la caja 2, Dia 3, segundo 16443
[CAJA] El Cliente 872, tipo: PADRES MEDIANA EDAD compra CARNE en la caja 2, Dia 3, segundo 16452
[CAJA] El Cliente 872, tipo: PADRES MEDIANA EDAD compra TALLARINES en la caja 2, Dia 3, segundo 16455
[LLEGADA]Llega Cliente 876, tipo: RAPIDOS, Dia 3, segund 16461
[CAJA] El Cliente 872, tipo: PADRES MEDIANA EDAD compra MANZANA en la caja 2, Dia 3, segundo 16476
[SALIDA] El Cliente 872, tipo: PADRES MEDIANA EDAD abandona la Caja 2 habiendo pagado 75, Dia 3, segundos 16476
[CAJA] El Cliente 874, tipo: PADRES JOVENES entra a la cola de la caja 1. Productos: {'JUGO': 3, 'LECHE': 9, 'ZAPATOS': 2, 'SAL': 2}, Dia 3, segundo16483
[LLEGADA]Llega Cliente 877, tipo: TERCERA EDAD, Dia 3, segund 16528
[CAJA] El Cliente 876, tipo: RAPIDOS entra a la cola de la caja 2. Productos: {'SAL': 1, 'HARINA': 1}, Dia 3, segundo16550
[CAJA] El Cliente 874, tipo: PADRES JOVENES compra JUGO en la caja 1, Dia 3, segundo 16558
[CAJA] El Cliente 874, tipo: PADRES JOVENES compra LECHE en la caja 1, Dia 3, segundo 16585
[LLEGADA]Llega Cliente 878, tipo: PADRES MEDIANA EDAD, Dia 3, segund 16589
[CAJA] El Cliente 874, tipo: PADRES JOVENES compra ZAPATOS en la caja 1, Dia 3, segundo 16591
[CAJA] El Cliente 874, tipo: PADRES JOVENES compra SAL en la caja 1, Dia 3, segundo 16597
[SALIDA] El Cliente 874, tipo: PADRES JOVENES abandona la Caja 1 habiendo pagado 65, Dia 3, segundos 16597
[CAJA] El Cliente 876, tipo: RAPIDOS compra SAL en la caja 2, Dia 3, segundo 16611
[CAJA] El Cliente 876, tipo: RAPIDOS compra HARINA en la caja 2, Dia 3, segundo 16614
[SALIDA] El Cliente 876, tipo: RAPIDOS abandona la Caja 2 habiendo pagado 4, Dia 3, segundos 16614
[CAJA] El Cliente 877, tipo: TERCERA EDAD entra a la cola de la caja 1. Productos: {'BEBIDA': 1, 'HARINA': 2, 'AGUA MINERAL': 2}, Dia 3, segundo16640
[CAJA] El Cliente 875, tipo: PADRES JOVENES entra a la cola de la caja 2. Productos: {'LECHE': 4, 'QUESO': 3, 'LECHUGA': 2, 'TOMATE': 7, 'POLERA': 2, 'MANZANA': 1, 'PAN': 17}, Dia 3, segundo16652
[CAJA] El Cliente 877, tipo: TERCERA EDAD compra BEBIDA en la caja 1, Dia 3, segundo 16667
[CAJA] El Cliente 877, tipo: TERCERA EDAD compra HARINA en la caja 1, Dia 3, segundo 16673
[CAJA] El Cliente 877, tipo: TERCERA EDAD compra AGUA MINERAL en la caja 1, Dia 3, segundo 16679
[SALIDA] El Cliente 877, tipo: TERCERA EDAD abandona la Caja 1 habiendo pagado 9, Dia 3, segundos 16679
[CAJA] El Cliente 875, tipo: PADRES JOVENES compra LECHE en la caja 2, Dia 3, segundo 16702
[CAJA] El Cliente 875, tipo: PADRES JOVENES compra QUESO en la caja 2, Dia 3, segundo 16711
[CAJA] El Cliente 875, tipo: PADRES JOVENES compra LECHUGA en la caja 2, Dia 3, segundo 16717
[CAJA] El Cliente 875, tipo: PADRES JOVENES compra TOMATE en la caja 2, Dia 3, segundo 16738
[CAJA] El Cliente 875, tipo: PADRES JOVENES compra POLERA en la caja 2, Dia 3, segundo 16744
[LLEGADA]Llega Cliente 879, tipo: TERCERA EDAD, Dia 3, segund 16745
[CAJA] El Cliente 875, tipo: PADRES JOVENES compra MANZANA en la caja 2, Dia 3, segundo 16747
